ContextInfo;ContextInfo.EqualityContract;ContextInfo.ElementType;ContextInfo.ElementVisibility;ContextInfo.Identifier;ContextInfo.Namespace;ContextInfo.FullName;ContextInfo.Name;ContextInfo.ShortName;ContextInfo.Contexts;ContextInfo.ClassOwner;ContextInfo.MethodOwner;ContextInfo.Action;ContextInfo.Domains;ContextInfo.References;ContextInfo.InvokedBy;ContextInfo.Owns;ContextInfo.MethodOwnedByItSelf;ContextInfo.Properties;ContextInfo.Dimensions;ContextInfo.SpanStart;ContextInfo.SpanEnd;ContextInfo.SymbolWrapper;ContextInfo.SyntaxWrapper;ContextInfo.NameWithClassOwnerName
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = ContextInfoFiller<TTensor>, Namespace = ContextKit.Model, FullName = ContextInfoFiller<TTensor>, Name = ContextInfoFiller, ShortName = ContextInfoFiller, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 236, SpanEnd = 1949, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = ContextInfoFiller }";ContextKit.Model.ContextInfo;class;public;ContextInfoFiller<TTensor>;ContextKit.Model;ContextInfoFiller<TTensor>;ContextInfoFiller;ContextInfoFiller;"[contextinfo, contextinfomatrix, build]";"";"";build;"[contextinfo, contextinfomatrix]";[];[];[];False;[];[];236;1949;"";"";ContextInfoFiller
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = HtmlPageCompilerDomainOnly<TDataTensor>, Namespace = ExporterKit.Html.Pages.CoCompiler, FullName = HtmlPageCompilerDomainOnly<TDataTensor>, Name = HtmlPageCompilerDomainOnly, ShortName = HtmlPageCompilerDomainOnly, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 630, SpanEnd = 3539, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = HtmlPageCompilerDomainOnly }";ContextKit.Model.ContextInfo;class;public;HtmlPageCompilerDomainOnly<TDataTensor>;ExporterKit.Html.Pages.CoCompiler;HtmlPageCompilerDomainOnly<TDataTensor>;HtmlPageCompilerDomainOnly;HtmlPageCompilerDomainOnly;"[contextinfo, build, html]";"";"";build;"[contextinfo, html]";[];[];[];False;[];[];630;3539;"";"";HtmlPageCompilerDomainOnly
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = ContextInfoFillerEmptyData<TTensor>, Namespace = ContextKit.Model, FullName = ContextInfoFillerEmptyData<TTensor>, Name = ContextInfoFillerEmptyData, ShortName = ContextInfoFillerEmptyData, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 358, SpanEnd = 3285, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = ContextInfoFillerEmptyData }";ContextKit.Model.ContextInfo;class;public;ContextInfoFillerEmptyData<TTensor>;ContextKit.Model;ContextInfoFillerEmptyData<TTensor>;ContextInfoFillerEmptyData;ContextInfoFillerEmptyData;"[contextinfo, contextinfomatrix, build]";"";"";build;"[contextinfo, contextinfomatrix]";[];[];[];False;[];[];358;3285;"";"";ContextInfoFillerEmptyData
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = SemanticCompilationMapBuilder<TSyntaxTreeWrapper>, Namespace = SemanticKit.Model, FullName = SemanticCompilationMapBuilder<TSyntaxTreeWrapper>, Name = SemanticCompilationMapBuilder, ShortName = SemanticCompilationMapBuilder, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 271, SpanEnd = 1434, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = SemanticCompilationMapBuilder }";ContextKit.Model.ContextInfo;class;public;SemanticCompilationMapBuilder<TSyntaxTreeWrapper>;SemanticKit.Model;SemanticCompilationMapBuilder<TSyntaxTreeWrapper>;SemanticCompilationMapBuilder;SemanticCompilationMapBuilder;"[roslyn, build, contextinfo]";"";"";build;"[roslyn, contextinfo, compilationflow]";[];[];[];False;[];[];271;1434;"";"";SemanticCompilationMapBuilder
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpContextInfoBuilderMethod<TContext>, Namespace = RoslynKit.Phases.ContextInfoBuilder, FullName = CSharpContextInfoBuilderMethod<TContext>, Name = CSharpContextInfoBuilderMethod, ShortName = CSharpContextInfoBuilderMethod, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 380, SpanEnd = 1211, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpContextInfoBuilderMethod }";ContextKit.Model.ContextInfo;class;public;CSharpContextInfoBuilderMethod<TContext>;RoslynKit.Phases.ContextInfoBuilder;CSharpContextInfoBuilderMethod<TContext>;CSharpContextInfoBuilderMethod;CSharpContextInfoBuilderMethod;"[contextinfo, build, roslyn]";"";"";build;"[contextinfo, roslyn]";[];[];[];False;[];[];380;1211;"";"";CSharpContextInfoBuilderMethod
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSignatureBuilderTypeSymbol, Namespace = RoslynKit.Signature.SignatureBuilder, FullName = CSharpSignatureBuilderTypeSymbol, Name = CSharpSignatureBuilderTypeSymbol, ShortName = CSharpSignatureBuilderTypeSymbol, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 244, SpanEnd = 1356, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSignatureBuilderTypeSymbol }";ContextKit.Model.ContextInfo;class;public;CSharpSignatureBuilderTypeSymbol;RoslynKit.Signature.SignatureBuilder;CSharpSignatureBuilderTypeSymbol;CSharpSignatureBuilderTypeSymbol;CSharpSignatureBuilderTypeSymbol;"[roslyn, signature, build]";"";"";build;"[roslyn, signature]";[];[];[];False;[];[];244;1356;"";"";CSharpSignatureBuilderTypeSymbol
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSignatureBuilderMethodSymbol, Namespace = RoslynKit.Signature.SignatureBuilder, FullName = CSharpSignatureBuilderMethodSymbol, Name = CSharpSignatureBuilderMethodSymbol, ShortName = CSharpSignatureBuilderMethodSymbol, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 244, SpanEnd = 1725, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSignatureBuilderMethodSymbol }";ContextKit.Model.ContextInfo;class;public;CSharpSignatureBuilderMethodSymbol;RoslynKit.Signature.SignatureBuilder;CSharpSignatureBuilderMethodSymbol;CSharpSignatureBuilderMethodSymbol;CSharpSignatureBuilderMethodSymbol;"[roslyn, signature, build]";"";"";build;"[roslyn, signature]";[];[];[];False;[];[];244;1725;"";"";CSharpSignatureBuilderMethodSymbol
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserMethod<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserMethod<TContext>, Name = CSharpSyntaxParserMethod, ShortName = CSharpSyntaxParserMethod, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 562, SpanEnd = 4682, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserMethod }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserMethod<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserMethod<TContext>;CSharpSyntaxParserMethod;CSharpSyntaxParserMethod;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn, contextinfo]";[];[];[];False;[];[];562;4682;"";"";CSharpSyntaxParserMethod
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = RoslynInvocationLinker<TContext>, Namespace = RoslynKit.Assembly, FullName = RoslynInvocationLinker<TContext>, Name = RoslynInvocationLinker, ShortName = RoslynInvocationLinker, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 405, SpanEnd = 3009, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = RoslynInvocationLinker }";ContextKit.Model.ContextInfo;class;public;RoslynInvocationLinker<TContext>;RoslynKit.Assembly;RoslynInvocationLinker<TContext>;RoslynInvocationLinker;RoslynInvocationLinker;"[roslyn, invocation, build]";"";"";build;"[roslyn, invocation, syntax]";[];[];[];False;[];[];405;3009;"";"";RoslynInvocationLinker
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserComment<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserComment<TContext>, Name = CSharpSyntaxParserComment, ShortName = CSharpSyntaxParserComment, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 391, SpanEnd = 1263, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserComment }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserComment<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserComment<TContext>;CSharpSyntaxParserComment;CSharpSyntaxParserComment;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn]";[];[];[];False;[];[];391;1263;"";"";CSharpSyntaxParserComment
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserTypeClass<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserTypeClass<TContext>, Name = CSharpSyntaxParserTypeClass, ShortName = CSharpSyntaxParserTypeClass, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 489, SpanEnd = 3806, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserTypeClass }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserTypeClass<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserTypeClass<TContext>;CSharpSyntaxParserTypeClass;CSharpSyntaxParserTypeClass;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn]";[];[];[];False;[];[];489;3806;"";"";CSharpSyntaxParserTypeClass
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserDelegate<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserDelegate<TContext>, Name = CSharpSyntaxParserDelegate, ShortName = CSharpSyntaxParserDelegate, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 359, SpanEnd = 2239, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserDelegate }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserDelegate<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserDelegate<TContext>;CSharpSyntaxParserDelegate;CSharpSyntaxParserDelegate;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn]";[];[];[];False;[];[];359;2239;"";"";CSharpSyntaxParserDelegate
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSignatureBuilderFactoryExtensions, Namespace = RoslynKit.Signature.SignatureBuilder, FullName = CSharpSignatureBuilderFactoryExtensions, Name = CSharpSignatureBuilderFactoryExtensions, ShortName = CSharpSignatureBuilderFactoryExtensions, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 147, SpanEnd = 1540, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSignatureBuilderFactoryExtensions }";ContextKit.Model.ContextInfo;class;public;CSharpSignatureBuilderFactoryExtensions;RoslynKit.Signature.SignatureBuilder;CSharpSignatureBuilderFactoryExtensions;CSharpSignatureBuilderFactoryExtensions;CSharpSignatureBuilderFactoryExtensions;"[roslyn, signature, build]";"";"";build;"[roslyn, signature]";[];[];[];False;[];[];147;1540;"";"";CSharpSignatureBuilderFactoryExtensions
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserTypeProperty<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserTypeProperty<TContext>, Name = CSharpSyntaxParserTypeProperty, ShortName = CSharpSyntaxParserTypeProperty, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 505, SpanEnd = 4427, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserTypeProperty }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserTypeProperty<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserTypeProperty<TContext>;CSharpSyntaxParserTypeProperty;CSharpSyntaxParserTypeProperty;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn]";[];[];[];False;[];[];505;4427;"";"";CSharpSyntaxParserTypeProperty
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserTypeRecord<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserTypeRecord<TContext>, Name = CSharpSyntaxParserTypeRecord, ShortName = CSharpSyntaxParserTypeRecord, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 394, SpanEnd = 3105, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserTypeRecord }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserTypeRecord<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserTypeRecord<TContext>;CSharpSyntaxParserTypeRecord;CSharpSyntaxParserTypeRecord;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn]";[];[];[];False;[];[];394;3105;"";"";CSharpSyntaxParserTypeRecord
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserEnum<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserEnum<TContext>, Name = CSharpSyntaxParserEnum, ShortName = CSharpSyntaxParserEnum, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 359, SpanEnd = 1076, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserEnum }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserEnum<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserEnum<TContext>;CSharpSyntaxParserEnum;CSharpSyntaxParserEnum;"[syntax, build, roslyn]";"";"";build;"[syntax, roslyn]";[];[];[];False;[];[];359;1076;"";"";CSharpSyntaxParserEnum
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpSyntaxParserCommentTrivia<TContext>, Namespace = RoslynKit.Phases.Syntax.Parsers, FullName = CSharpSyntaxParserCommentTrivia<TContext>, Name = CSharpSyntaxParserCommentTrivia, ShortName = CSharpSyntaxParserCommentTrivia, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 511, SpanEnd = 1688, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpSyntaxParserCommentTrivia }";ContextKit.Model.ContextInfo;class;public;CSharpSyntaxParserCommentTrivia<TContext>;RoslynKit.Phases.Syntax.Parsers;CSharpSyntaxParserCommentTrivia<TContext>;CSharpSyntaxParserCommentTrivia;CSharpSyntaxParserCommentTrivia;"[syntax, build, roslyn, comment]";"";"";build;"[syntax, roslyn, comment]";[];[];[];False;[];[];511;1688;"";"";CSharpSyntaxParserCommentTrivia
